0.046982,0.053428,0.057698,0.086484,0.10212,0.11221,0.12423,0.1388,0.15913,0.17494,0.20135,0.21677,0.23668,0.24532,0.25524,0.2604,0.46788,0.49317,0.49128,0.50258,0.4528,0.39457,0.32933,0.31056,0.336,0.33637,0.34168,0.35741,0.34769,0.30607,0.30225,0.30581
0.072706,0.091556,0.10797,0.14927,0.18105,0.20305,0.23724,0.25586,0.29266,0.32502,0.36882,0.4014,0.44094,0.4592,0.49182,0.50584,0.82831,0.88354,0.88966,0.90301,0.83927,0.73416,0.60558,0.56767,0.60448,0.62332,0.63229,0.66063,0.64952,0.59762,0.5849,0.58836
0.11272,0.15376,0.15215,0.20894,0.25005,0.27992,0.31712,0.35143,0.39308,0.43637,0.48994,0.53458,0.58439,0.62647,0.66951,0.70213,1.0774,1.1374,1.1662,1.1771,1.1023,0.97029,0.80076,0.74537,0.78334,0.81397,0.82679,0.86294,0.85777,0.8063,0.78269,0.78594
0.14988,0.18888,0.21689,0.2537,0.28977,0.3307,0.36928,0.40517,0.44947,0.49792,0.53924,0.59391,0.64203,0.69159,0.7343,0.78168,1.2009,1.2392,1.2867,1.2841,1.2118,1.0718,0.88225,0.81849,0.85434,0.88992,0.90713,0.94324,0.9465,0.9022,0.87316,0.8761
0.1556,0.17684,0.20775,0.25122,0.28454,0.32417,0.35935,0.39749,0.44074,0.48478,0.52846,0.57592,0.61289,0.66158,0.69994,0.74191,1.1859,1.2044,1.2481,1.2393,1.1777,1.05,0.86422,0.80348,0.83043,0.8657,0.88503,0.91184,0.92487,0.89962,0.86755,0.86627
0.14702,0.16279,0.19328,0.21143,0.23802,0.28178,0.31299,0.34606,0.37852,0.41147,0.45533,0.4844,0.51694,0.5572,0.59392,0.62646,1.0212,1.0354,1.0642,1.0487,1.0043,0.90303,0.74189,0.69211,0.71103,0.74046,0.7576,0.77843,0.79395,0.78895,0.76219,0.75449
0.081281,0.11363,0.13691,0.13559,0.15753,0.18395,0.20826,0.23398,0.26137,0.28629,0.31071,0.32944,0.3586,0.39695,0.42081,0.44828,0.72872,0.73697,0.74713,0.72754,0.70576,0.63988,0.52118,0.4842,0.49113,0.51778,0.52975,0.53812,0.55921,0.57054,0.54978,0.53766
0.071277,0.053428,0.066076,0.080268,0.09794,0.10243,0.11885,0.13803,0.15185,0.16491,0.18894,0.20415,0.20881,0.22234,0.23593,0.24391,0.5215,0.54082,0.55546,0.56991,0.52958,0.47375,0.41322,0.39937,0.42953,0.42891,0.43182,0.45252,0.43535,0.39516,0.40134,0.40551
0.091285,0.069482,0.088927,0.12005,0.14603,0.16159,0.1946,0.21901,0.25227,0.28318,0.31757,0.35185,0.3776,0.41004,0.42769,0.45734,0.92149,0.95888,0.96476,0.97838,0.91943,0.82352,0.71271,0.69143,0.73997,0.73669,0.74895,0.77123,0.76251,0.71275,0.70657,0.71797
0.092714,0.12166,0.13996,0.15922,0.18784,0.21982,0.25421,0.29846,0.34687,0.39418,0.43771,0.48534,0.52929,0.57412,0.62075,0.66107,1.2514,1.302,1.2992,1.3069,1.2373,1.116,0.96103,0.92888,0.98462,0.98878,1.0047,1.0316,1.0202,0.97852,0.95907,0.96906
0.11701,0.1357,0.15138,0.18221,0.21659,0.26035,0.30305,0.35297,0.40508,0.45988,0.51018,0.57371,0.63474,0.68967,0.75426,0.80659,1.4699,1.5172,1.512,1.5063,1.4352,1.2946,1.1119,1.0703,1.1211,1.1383,1.1608,1.1877,1.1797,1.1424,1.1195,1.128
0.075565,0.12366,0.13539,0.16916,0.21032,0.26035,0.29312,0.34606,0.40581,0.4585,0.52161,0.58286,0.64963,0.70755,0.7824,0.84539,1.5646,1.5925,1.5993,1.5796,1.5049,1.3474,1.1418,1.0932,1.1375,1.1717,1.2,1.2235,1.222,1.193,1.1639,1.1652
0.10415,0.14072,0.16053,0.176,0.20091,0.2352,0.2749,0.32994,0.37343,0.42219,0.47558,0.52984,0.58154,0.64402,0.71794,0.78492,1.501,1.5135,1.531,1.5018,1.4392,1.2655,1.0398,0.99241,1.0292,1.0725,1.1045,1.1243,1.1261,1.1212,1.084,1.0761
0.081281,0.097576,0.1293,0.1244,0.14916,0.18162,0.21157,0.24473,0.28757,0.31706,0.35348,0.3913,0.42859,0.48122,0.53796,0.59833,1.1788,1.1922,1.2129,1.1808,1.137,0.99971,0.78544,0.73772,0.76119,0.80662,0.84025,0.85214,0.85756,0.87265,0.83844,0.82428
0.097002,0.072492,0.10721,0.093944,0.10212,0.10895,0.13748,0.15492,0.18315,0.20087,0.21571,0.23413,0.25758,0.29384,0.33966,0.3752,0.68971,0.70408,0.71793,0.68724,0.66964,0.59559,0.45782,0.42057,0.42497,0.45709,0.47632,0.47622,0.48747,0.51216,0.48933,0.4732
0.086746,0.099333,0.098924,0.13952,0.17611,0.18687,0.21551,0.2399,0.26035,0.30524,0.32703,0.37134,0.40619,0.43674,0.46328,0.48484,0.71662,0.74746,0.77338,0.78016,0.72932,0.62649,0.54179,0.51661,0.53816,0.55428,0.57543,0.59131,0.58276,0.53524,0.51771,0.52658
0.11661,0.14077,0.16429,0.19832,0.22864,0.25709,0.29545,0.33588,0.37121,0.42013,0.46202,0.51432,0.56917,0.61199,0.65754,0.6961,1.0248,1.055,1.1001,1.1062,1.0423,0.90912,0.78196,0.73985,0.7686,0.79675,0.82349,0.84786,0.84609,0.79438,0.76406,0.77279
0.18708,0.18551,0.21824,0.23922,0.27336,0.3158,0.35446,0.40092,0.44591,0.50009,0.54726,0.60974,0.66742,0.72707,0.7828,0.84645,1.2242,1.2585,1.3139,1.3111,1.2425,1.0995,0.93772,0.88753,0.91717,0.95376,0.98534,1.0129,1.0159,0.96585,0.93175,0.93429
0.21455,0.20788,0.23601,0.27348,0.30332,0.34688,0.39254,0.43695,0.48267,0.54224,0.59432,0.65188,0.70585,0.77965,0.83932,0.9134,1.3085,1.3442,1.3969,1.3912,1.3216,1.1807,1,0.94486,0.97289,1.0135,1.0423,1.0734,1.0813,1.0384,1.0029,0.9997
0.22052,0.22612,0.24235,0.27144,0.30506,0.34803,0.39254,0.43855,0.48086,0.53098,0.58733,0.63921,0.69734,0.7582,0.82181,0.89968,1.2837,1.3123,1.3561,1.3431,1.2792,1.1466,0.96708,0.91129,0.93561,0.97648,1.0045,1.0324,1.0417,1.0184,0.98194,0.9763
0.15961,0.19628,0.2157,0.23309,0.25686,0.29623,0.33559,0.37031,0.41067,0.45217,0.50531,0.54173,0.59419,0.64808,0.70876,0.77841,1.1354,1.1586,1.1829,1.1638,1.1126,1.0016,0.82437,0.77295,0.79718,0.83562,0.85478,0.88379,0.89599,0.89263,0.86291,0.85869
0.12138,0.13414,0.15033,0.16304,0.17915,0.20568,0.23232,0.25903,0.29077,0.31592,0.35607,0.38504,0.41986,0.46054,0.50627,0.5677,0.83492,0.85998,0.86383,0.84479,0.80911,0.7373,0.58303,0.53998,0.55744,0.59178,0.60219,0.62312,0.63983,0.65206,0.63652,0.62464
0.061663,0.074474,0.086866,0.075097,0.088841,0.10591,0.12356,0.13627,0.15491,0.16581,0.18612,0.2012,0.22851,0.25391,0.28813,0.32927,0.4503,0.47821,0.46942,0.45408,0.43731,0.40716,0.31182,0.27951,0.2867,0.30632,0.31032,0.3219,0.33386,0.3529,0.34369,0.33243
0.058079,0.05873,0.044345,0.086346,0.10143,0.10898,0.11875,0.13213,0.13985,0.16234,0.16541,0.18387,0.19189,0.20291,0.21224,0.22776,0.63509,0.62912,0.66211,0.67338,0.62904,0.539,0.4547,0.44176,0.47367,0.4888,0.50996,0.52834,0.51227,0.47635,0.4697,0.46455
0.11661,0.11508,0.11796,0.14566,0.16439,0.18073,0.20727,0.22555,0.23896,0.27233,0.28588,0.31316,0.33295,0.35566,0.37889,0.4017,1.0146,1.0282,1.0606,1.071,1.0175,0.87835,0.73068,0.70246,0.75204,0.77838,0.81418,0.83591,0.82577,0.78379,0.77104,0.77361
